_id,corpusid,venue,par_id,text,wc,corpusid_unique,is_data_availability
648a61791b9b67847887ed4a,15592388,Journal of High Energy Physics,55,"Furthermore , it is interesting to note that our predictions for B(B → πK * , ρK ) , A CP ( B → πK * ) and A mix CP ( B 0 → π 0 K S , ρ 0 K S ) , listed in Tables 2 , 3   with the experimental data within 2σ .",61,14945035_6,2
648a3c641b9b678478999c00,238530423,Cities,60,"As seen in Table 2 , sample size N = 1201 for all dependent variables while as seen in Table 1 , sample size varies for different independent variables . Distance to city center is measured only for Athens and Thessalonikifor which the analysis on the built environment and health/ well - being is appliedso the sample size for this variable is considerably smaller . The sample size for the other independent variables slightly varies due to missing data : missing geospatial data , missing area socioeconomic data , and missing or invalid responses to certain survey questions .",99,2263947_4,2
648a31c51b9b6784785f021e,244902343,Social Science & Medicine,164,"The accounts of many of participants suggested that socio - economic disadvantage is a big risk factor for contracting COVID-19 ; this is supported by studies illustrating that socio - economic disadvantage is both a social and medical risk factor . Disadvantaged and underserved groups are : ( 1 ) at a higher risk of getting infected with COVID-19 ; ( 2 ) if infected , at higher risk of developing severe conditions ; ( 3 ) if facing severe infection , at higher risk of not receiving adequate medical assistance . This has resulted in disproportionally high infection and death rates among certain segments of the population , both across and within countries ( Marmot et al . , 2020;Center for Disease Control , 2021;Ray , 2020 ) . Those who have fewer opportunities to isolate themselves from others , those with pre - existing health conditions , those who have lost jobs or must work even if infected , are at greater risk from suffering the cumulative effects of the pandemicpoints that our participants illustrated through their own lives and their observations of those around them . In this sense , our data empirically illustrate the ways that the mutually - reinforcing , overlapping forms of disadvantage , combine and reverberate through the COVID-19 syndemic . The reduction of poverty and the mitigation of inequalities emerges as a crucial elements of any strategy to increase pandemic preparedness , a point that was made in calls by participants to use this COVID-19 pandemic as a moment to work for structural change .",263,237721938_54,2
648a39ff1b9b6784788b0c6c,214768807,Angewandte Chemie,4,"We firstly investigated the efficacy of QSI ( 1)-loaded SqNPs on PA strain PA14 wild type ( wt ) . Figure 1A shows an improvement by a factor of four in pyocyanin inhibitory efficacy when using QSI ( 1)-loaded SqNPs compared to free QSI ( 1 ) , whereas the control drug - free SqNPs did not display any activity ( Figure S6 ) . This is a result of the better availability of hydrophobic drug in an aqueous environment , which encourages the use of SqNPs for the delivery of QSI ( 1 ) . controls , human mucus concentration 0.5 and 0.1 % ) . D ) Comparison of pyocyanin production levels of PA14 wt grown in PPGAS medium ( proteose peptone glucose ammonium salt ) , in the presence of mucin 0.1 % and mucus 0.025 % , treated with 2 µM QSI ( 1 ) as either free form or loaded in SqNPs ( * p<0.001 ) . All control samples were grown in PPGAS medium which was also used as diluent for mucin and human mucus . All data are presented as mean ±SD , at least three independent experiments performed in triplicate each .",200,13687188_46,2
648a31c51b9b6784785f118f,37115168,Social Science & Medicine,11,"Functional status - The World Health Organization Disability Assessment Schedule 2.0 ( WHO DAS ) is a 12 - item questionnaire that serves as a cross - cultural measure of functional status in six domains : cognition , mobility , self - care , social interaction , life activities , and participation in the community . This instrument is broadly useful for measuring functional impairment from acute and chronic illnesses , physical disabilities , cognitive disorders , and mental illness ( Sosa et al . , 2012 ) . It has been validated in 19 countries , including three sites in India . Reliability scores are high ; both Cronbach 's alpha and test - retest reliability coefficients are 0.98 ( Ustun , Kostanjsek , Chatterji , & Rehm , 2010 ) . For our analyses , we converted raw WHO DAS scores into item response theory ( IRT)-based scores ranging from 0 - 100 using statistical coding from the WHO . IRT - based scoring differentially weights answers to WHO DAS items based on level of difficulty ( Ustun et al . , 2010 ) . We define "" some "" functional impairment as any WHO DAS score greater than 0 and "" severe "" functional impairment as any score greater than 17 , which corresponds to functional impairment greater than the 75 th percentile for the WHO DAS 's international population norms . While the WHO DAS provides a global assessment of functional status , we also collected data on specific physical disabilities , including deficits of vision , hearing , speech , paralysis , and loss of limb . For comparability , these questions were worded using language similar to that used in the Census of India and India 's National Sample Survey .",297,233029680_247,2
648a44881b9b678478bbdc5c,235613413,Nature Medicine,97,"Due to the limitations of laboratory capacity , fewer samples were tested for virus neutralization than were tested using the quicker multiplex assay . Imputation on censored immune marker data in main analysis . Immune marker values were log 10 -transformed prior to analysis . Values that were censored at the lower limit of quantification ( LLOQ ) were imputed with the value LLOQ/2 . Approximately 10 % of the pseudovirus neutralization titer was censored at the LLOQ , and sensitivity analyses were conducted by imputing these values using a Gibbs sampler .",93,12519545_40,2
648a61781b9b67847884db5b,118275825,Journal of High Energy Physics,131,"Remark 3.12 This lemma together with the remaining arguments of the proof below shows that , in all dimensions n ≥ 3 , the vanishing of m ( 0 ) implies that the data set arises from the anti - de Sitter space - time whenever the subspace of KIDs generated by those arising from spinors contains a KID satisfying ( 3.38 ) .",64,244615298_27,2
648a60bd1b9b6784787c18dc,212751883,Nucleic Acids Research,25,"Several groups including us have performed large scale affinity purification experiments coupled to mass spectrometry ( AP - MS ) using antibodies specific against dCenpA ( 17,19 ) , HMR ( 18 ) or HP1a ( 45,46 ) to identify putative interactors of these proteins . However , in contrast to other well characterized nuclear protein complexes such as the nucleosome remodelers or the histone acetyltransferases ( 47,48 ) , these three proteins have been refractory to classical biochemical purification . In fact , when comparing the AP - MS data from different laboratories the overlap in pro- teins identified is marginal ( 17)(18)(19)45,46,49 ) . We reasoned that this is due to the fragility of the interactions that do not withstand the harsh condition of cell lysis and subsequent purification . We therefore generated stable cell lines expressing HMR , dCenpA and HP1a fused to APEX2 that enables biotin labelling of factors surrounding the fusion protein ( Figure 2A ) . Upon treatment of APEX2 expressing cells with biotin phenol and hydrogen peroxide , a localized burst of diffusible biotin - phenoxyl radicals is gener - ated . These radicals then react with nearby ( < 20 nm ) electron rich amino acid side chains leading to the biotinylation of neighboring proteins that can be subsequently purified and identified using shot gun mass spectrometry ( 23,(50)(51)(52)(53)(54)(55 ) . We confirmed the expression of ectopic proteins by Western blotting using antibodies against HMR , dCenpA , HP1a ( Supplemental Figure S2A ) and APEX2 ( Supplemental Figure S2B ) . The APEX2 protein was fused to a double nuclear localization signal to determine the non - targeted nuclear proteome . Since the fusion proteins are expressed under a copper inducible promoter , we were able to tune their expression to match the endogenous levels ( Supplemental Figures S2A - D and S1B ) . Hence , we performed the biotinylation reaction under non - inducing conditions for HMR AP and dCenpA AP expression but induced the expression of HP1a AP ( Supplemental Figure   S2B - D ) . For the APEX2 NLS cell line we induced the expression of APEX2 NLS to match HP1a AP expression levels ( Supplemental Figure S2D ) . At the expression level used , HMR AP and dCenpA AP localize to centromeres , marked by the staining of centromere - specific histone variant dCenpA ( Supplemental Figures S2C and S1B ) , HP1a AP occupies a domain in the nucleus , which coincides with endogenous HP1a staining and APEX2 NLS localizes to the nucleus ( Supplemental Figure S2D ) , showing a proper nuclear localization of the fusion proteins under the conditions used .",451,233029680_96,2
648a398e1b9b678478888128,231934121,Advanced Materials,22,"All parameters in Equation S1 have previously been defined in the main text . From the data in Figure S9 , we have extracted a HDMI of 120 mT , which for the material parameters of the [ Co(0.7 nm)/Ni(0.5 nm)/Pt(0.7 nm)]2 sample corresponds to DDMI = -0.63 mJ / m 2 . The left - handed DDMI is inferred from the configuration ( i.e. , ↑ to ↓ versus ↓ to ↑ ) of the DWs and the µ0Hx direction . Figure S9 . Expansion velocity as a function of in - plane magnetic field μ0Hx of ↑ to ↓ and ↓ to ↑ domain walls in the [ Co(0.7 nm)/Ni(0.5 nm)/Pt(0.7 nm)]2 sample . Data was collected using 5 mslong perpendicular field pulses of μ0Hz = +15 mT. Blue arrows indicate the commonly - attributed measure of the effective magnetic field generated by the iDMI ( µ0HDMI ) .",151,173993955_33,2
648a50e31b9b678478fe1e8a,52813647,Neural Information Processing Systems,64,"In this section , clustering results with ARI of ANM - MM close to avgARI 9 shown in Table 1 are visualized . Results of comparing approaches on the same data are also given .",35,34106360_15,2
648a61791b9b6784788762c0,1765194,Journal of High Energy Physics,65,"In this appendix we discuss what can be learned from the cumulative eigenvalue distribution ( CED ) . We consider both the eigenvalues in 4D generated for the main part of this paper and data from dedicated runs in the quenched Schwinger model ( QED with massless fermions in 2D ) to elucidate the effects that filtering and changing β have on the spectral density of the hermitean Wilson operator H W = γ 5 D W,−1 . Fig . 17 presents the cumulative eigenvalue distribution ( CED ) of the 15 smallest eigenvalues of |H W | on the ensembles discussed before . We show it both in standard form and in double logarithmic form , and the scale on the ordinate follows from the requirement that it would extend up to 1 , if all eigenvalues were calculated ( cf . Fig . 18 below ) . For the two intermediate couplings ( β = 5.84 , 6.00 ) we see the expected linear rise of the CED near the origin , which soon gets complemented by a higher order piece . The coefficient of the linear part is a measure for the spectral density of the hermitean Wilson operator at the origin , ρ |H W | ( 0 ) . That density being non - zero means that there is a finite probability to encounter arbitrarily small eigenvalues . The main effect of smearing is to reduce this spectral density , as is evident from the double logarithmic plots -here the initial slope 1 piece gets shifted downwards , and this corresponds to a smaller coefficient in front of the linear piece in the standard representation . Our data at β = 6.26 are of lesser quality -here we definitely can not identify a linearly dominated regime . The situation is far more favorable in Fig . 18 where quenched Schwinger model data are shown . Apart from the statistics , the main difference is that all eigenvalues ( extending up to ∼ 3 in 2D ) are included . The higher the filtering level or β , the more pronounced is the "" jump "" in the CED at λ ≃ 1 . Note that with a chiral kernel all eigenvalues of |γ 5 D kern | would be there , i.e. the CED would be a step function at λ = 1 . Finally , to come back to Fig . 17 , the situation at the strongest coupling ( β = 5.66 ) is different , since here the linear piece in the unfiltered CED is not larger than in the filtered versions . This is , because our choice ρ = 1 lets us "" loose "" the fermion -at this coupling our projection point is somewhere "" in "" the physical branch or "" to the left "" of it , while for the filtered version ρ = 1 is still appropriate . One might avoid such a situation by choosing a larger ρ with the unfiltered kernel , but an even safer option might be to refrain from simulating unfiltered overlap quarks on such coarse lattices . It looks like this is a situation where the filtered overlap may help a lot , since it allows simulations on coarser lattices than the unfiltered operator , but in order to really be useful such simulations should be in the scaling regime ( and not just in the right universality class ) , and this is , of course , not yet clear .",592,243802802_9,2
648a446f1b9b678478bb124d,3899415,Science of The Total Environment,11,"The Pearson correlations analyses between NDVI and hydro - climatic variables were conducted at catchment and pixel scales . The correlation coefficient ( r ) and significance ( p ) were used to determine the degree of correlation between the two variables . The correlations at catchment scale were obtained by calculating on a per - pixel basis and then aggregated in the study area . During aggregating the data , the pixel cell was treated in isolation and the spatial autocorrelation was not taken into account , which was a simple way to detect the relationships between vegetation dynamics and hydro - climatic variables and widely used in previous studies . To further improve the trust of significant / nonsignificant results , the autocorrelation needs to be taken into account . The correlation between groundwater and river flow at the catchment scale was also analyzed . Furthermore , the linear regression analysis was used to determine the quantitative relationship between catchment NDVI and river flow , and those between NDVI and water table depth as well as between water table depth and river flow . The coefficient of determination ( R 2 ) and significance of the regression equation were obtained . Fig . 2 illustrates the inter - annual variations in precipitation , mean temperature , river flow at YLX station , river flow difference between YLX and ZYX stations , river flow at LXS and EJL stations , and average catchment water table depth in the study area . Annual precipitation had no significant increase before ( 0.19 mm yr −1 , p = 0.54 ) and after 2000 ( 0.03 mm yr −1 , p = 0.97 ) , with the mean value of 35.8 mm and 29.3 mm , respectively ( Fig . 2a ) . Mean annual temperature increased significantly during 1961 - 1999 ( 0.05 ° C yr −1 , p b 0.01 ) with the mean value of 8.6 ° C , whereas the increase was not significant after 2000 ( 0.03 ° C yr −1 , p = 0.21 ) with the mean value of 9.9 ° C ( Fig . 2b ) . In general , the climate tended to be warmer and drier after 2000 .",377,197796153_1,2
648a31c51b9b6784785f4227,140286082,Social Science & Medicine,3,"While several studies have linked higher levels of ambient greenery surrounding schools to better school - wide test performance and inclassroom child behavior for both primary and secondary school students ( Hodson and Sander , 2017;Kuo et al . , 2018;Kweon et al . , 2017;Li and Sullivan , 2016;Matsuoka , 2010;Sivarajah et al . , 2018;van den Berg et al . , 2017;Wu et al . , 2014 ) , few studies have examined individual child cognitive outcomes in relation to residential neighborhood greenness . Two studies from Spain have reported positive associations between residential neighborhood greenery ( measured through satellite - imagery ) and child performance on attention and working memory tests , assessed cross - sectionally at ages 4 - 5 and 7 ( Dadvand et al . , 2017 ) , and longitudinally across one year around age 8 ( Dadvand et al . , 2015 ) . An additional study in the UK recently reported positive associations between residential neighborhood greenery ( assessed through land use data ) and child performance on a single spatial working memory task , assessed cross - sectionally at age 11 years ( Flouri et al . , 2018 ) .",201,255441206_858,2
648a60bd1b9b6784787c255f,15343972,Nucleic Acids Research,20,"Using these complexes we wanted to check whether the peptidyltransferase activity is regulated by the functional state of the ribosome . In order to do this the kinetics of the puromycin reaction were performed with Pi and POST complexes at different temperatures , ranging from 0 to 37 C ( Figure 2 ) . As expected , the rate of transfer of the AcPhe moiety of the P site bound tRNA to puromycin , forming AcPhe - Puro , slows as the reaction temperature is decreased . Furthermore , the data for Pi and POST complexes were almost identical at all the temperatures measured , providing the first hint that the peptidyltransferase activity is not regulated by the ribosome functional state , nor in this case the presence of an E - tRNA .",134,52920837_60,2
648a44881b9b678478bbcecd,237410999,Nature Medicine,15,"We also found that a higher prevalence of HIV was associated with a higher mortality rate in the first pandemic wave . HIV has been associated with severe COVID-19 during the pandemic ; a large population - based study in South Africa found that HIV doubled ( HR = 2.14 ) the risk of COVID-19 mortality 20 . A meta - analysis of 22 studies worldwide also found that HIV - positive status was associated with an increased risk of COVID-19 mortality 21 . The underlying reasons might include a high prevalence of comorbidities in patients with HIV and severe COVID-19 and persistent immune suppression in severe COVID-19 ( ref . 20 ) . In our study , statistical models replacing HIV with other common comorbidities - tuberculosis ( which is strongly correlated with HIV ) , chronic obstructive pulmonary disease , hypertensive heart disease and obesity - fitted the data less well , although it is possible that HIV status acts as a marker for a basket of these and other comorbidities . Alternatively , any link could be wholly or partially indirect if HIV prevalence is correlated with behavioral , lifestyle or socioeconomic variables not included in our analysis .",202,202315229_15,2
648a60bd1b9b6784787c8158,16724266,Nucleic Acids Research,23,"The interaction between Cdk2 and Pol l also fits with the proposed role of Pol l in non - homologous end joining ( 14,15 ) . In fact , Cdk2 has been recently shown to regulate DNA DSB repair when associated to cyclin A1 . Cyclin A1 is a second A - type cyclin abundantly expressed in testis ( 32,33 ) . Since Pol l is also known to be abundant in testis ( 34 ) one could propose a role of Pol l in DSB repair in germ cells . Additional observations of Cdk2 localization at the telomeric ends of chromosome from leptotene to diplotene stage of meiosis ( 35 ) could support a role of Pol l by its terminal transferase activity ( 7 ) in germ cells . In addition , our data are supported by the recent findings that Pol l is selectively involved in NHEJ processing DNA with complementary overhangs , which occur upon DNA damage , whereas Pol m seems to be mainly involved in NHEJ of DNA with non - complementary ends ( 36 ) . In this context , phosphorylation of Pol l may be one of the factors influencing selectively the recruitment of Pol l on places where its activity is needed .",212,235336555_59,2
648a444b1b9b678478bae06f,232365767,Light-Science & Applications,18,"The phase Δϕ hence changes with Δn eS . For a sufficiently slow continuous variation in the phase shift during a binding experiment , Δϕ can be extracted from the measured data by unwrapping the Clarke phase arg s mono ð Þ ,",43,208539479_38,2
648a31c51b9b6784785eee9a,237538344,Social Science & Medicine,7,"The method followed six stages : defining the research question ( as described in the study aims ) and inclusion criteria , study selection , quality appraisal , extraction and presentation of data , analysis of the data and presentation of the synthesis ( Lachal et al . , 2017 ) . The published protocol is available on PROSPERO ( Registration ID : CRD42020181444 ) . The review is reported following PRISMA guidelines ( Moher et al . , 2009 ) .",82,237473239_77,3
648a446f1b9b678478bb8041,248434895,Science of The Total Environment,68,Supplementary data to this article can be found online at https://doi . org/10.1016 / j.scitotenv.2022.155580 .,16,108296106_4,1
648a2ca61b9b67847842d33b,158903122,Technological Forecasting and Social Change,12,"This section presents the conceptualization of SC and discusses the exploitation of OSN in SC and their privacy and security risks , which undermine their significant contribution as urban data sources .",32,236251081_71,2
648a441f1b9b678478ba1d8d,245315824,Advanced Energy Materials,28,"Most of these steps generated large amounts of data in their foreign data types , which had to be transferred , managed , and converted by the module 's respective expert , making the individual execution of each module slow and unwieldy . The necessary complex modeling solutions were rendered into an easy - to - use , market - ready workflow for SimStack . Thus a novel organic semiconductor with a predicted three orders of magnitude improvement in electron mobility could be designed by systematically screening potential candidates , and the prediction was subsequently experimentally confirmed . [ 52 ]",101,237551590_19,2
648a3a111b9b6784788b9830,221900965,Synthese,96,"Humphreys argues that opaqueness is a unique feature of computer simulations . We disagree : experiments are often analogously opaque . A scientist can provide you with her "" raw "" data , but those data do not provide you with any information about how or why the experiment produced a given result . Further , raw data are often the output of some detectors , the observations of a lab assistant , etc . , and one who lacks knowledge of the data gathering procedures will likewise lack knowledge of why the experiment produced a given result .",99,647464_74,2
648a2ca61b9b67847842cdf4,154997156,Technological Forecasting and Social Change,23,"However , there is an equally compelling real - world issue for our not having provided detailed ( mainly dietary ) treatment recommendations in the absence of proof - of - principle demonstrations . Had we proposed a recommended diet or groups of diets ( as shown above ) in 2007 without demonstration that it / they worked , who would have followed it ? Had Dr. Wahls proposed her recommended diet in 2007 without demonstration that it worked , who would have followed it ? It is difficult enough to convince people to change their behaviors and eating habits when hard data is available . Twenty - one percent of adults still smoke , half the number that smoked when the Surgeon General 's Report on smoking was issued 48 years ago . This 50 % reduction follows strong consensus within the scientific community on the harmful effects of smoking , and the imposition of countless additional taxes on smoking and many no - smoking mandates . Most people have become heavy users of cell phones and WiFi , despite increasing evidence that serious harm can occur , especially for children [ 16 ] . Most people would have regarded such diet recommendations in 2007 as just another list to ignore .",213,53792719_42,2
648a446f1b9b678478bb2515,121630870,Science of The Total Environment,37,"3.1.3.2.1 . Webpage use . 18.5 % ( n = 265 ) of survey respondents indicated a flood risk related interest in the webpages ( Fig . 5 ) . Of these , half mentioned using them every time in a personal capacity ( which was considerably lower than the other two user groups ) . Information for flood risk interest was deemed mostly ' very ' and ' extremely ' important . To most respondents , the graph ( Fig . 2A ) was the most important part of the webpages ( almost three quarters considered it extremely relevant ) , but the bar indicator ( Fig . 2C ) was also highly valued . 35 respondents would like to see an expansion of the graph 's timescale and 32 respondents more frequent and regular updates ( i.e. less delay ) . As one online survey respondent wrote : "" As a household that has experienced flooding , and still has unresolved problems with the SEPA flood warning system , I prefer to be able to make my own judgements on the likelihood of high water , but I can only do that when SEPA keeps its river level data current "" . Webpages for the larger Scottish rivers were the most visited ones . They were visited throughout the year ( with less of a drop in the winter as compared to the other user groups ) and with generally frequent checks ( more than one a day ) .",252,6587686_39,2
648a398e1b9b678478887fde,235361113,Advanced Materials,3,"The appearance of sharp bands during electrophoresis of both the 18HB and the HR on 2 % agarose gels suggests that the structures were folded and purified successfully ( Figure   S4 , Supporting Information ) . To create Cy5 - labeled 18HB ( Cy5 - 18HB ) and HR ( Cy5 - HR ) , we attached eight Cy5 molecules designed to point towards the inner cavity of the structures ( Figures S1 and S2 , Supporting Information ) . The rationale behind this was to decrease any potential unspecific interactions in cell experiments due to Cy5 . [ 18 ] Both Cy5 - 18HB and Cy5 - HR presented sharp and clean bands before , and after , washing away excess staples , under both UV and Cy5 channels ( Figure S4 , Supporting Information ) . Transmission electron microscopy ( TEM ) imaging , under which the structures were dry , showed that dry 18HB were straight and relatively identical rod structures , while some dry HR presented bending and shrinking ( Figure 1B ) . Cryogenic electron microscopy ( cryo - EM ) imaging , which shows the real state of structures in buffer , showed similar differences ( Figure 1C , D ) . This could be explained by the relatively loose DNA helical arrangements in polygonal HR . Estimated persistence lengths , which reflect the deformability of the structures , [ 19 ] of HR and 18HB ( Figure S5 , Supporting Information ) were 0.9 ± 0.2 µm and 2.3 ± 0.5 µm respectively , indicating that the 18HB has a lower tendency to deform compared to the HR . Examples of the TEM data used for this analysis is available in Figures S6 and S7 , Supporting Information ) . To further analyze the sizes of the objects in solution , we performed dynamic light scattering measurements ( Figure 1E ; and Figure S8 , Supporting Information ) . This experiment revealed that the HRs and the 18HBs had very similar hydrodynamic sizes in a variety of buffers . In cell culture medium ( DMEM with 20 % FBS ) , the sizes for both structures increased ≈20 nm , possibly caused by structure - protein corona formation . [ 20 ] In their own folding buffers , zeta potentials of 18HB and HR were slightly different . Once the structures were diluted in the same buffer however , the differences became negligible ( Figure 1F ) .",417,244953396_97,2
648a39ff1b9b6784788b3677,243988319,Angewandte Chemie,20,"show the XPS O 1s signal , the middle panel shows the XPS Cu 2p3/2 signal , and the bottom panel shows the Auger Cu LMM signal . The three horizontal lines correspond to 95 % ( ~1 / e 3 , ~3×IMFP if X - ray attenuation is not been considered ) , 90 % , and 63 % ( ~1 / e , ~IMFP if X - ray attenuation is not been considered ) of the total signal . The depths for which these intensities are reached for the different photon energies and core - levels and Auger Cu LMM are presented in Table S3 . It is observed that the short IMFP of the Auger Cu LMM electrons makes the impact of X - ray attenuation so low that depth profiling of the state of copper using Auger Cu LMM is not possible . Figure S7 . Percent of total signal from surface to depth d [ Å ] for different photon energies and electrons from O 1s , Cu 2p3/2 , and Cu LMM . These data assume even oxygen concentration with depth and a perfect copper lattice . a uniform oxygen distribution is obtained . ∆ is the difference between the deepest and narrowest probing depth . Also , the attenuation depth , 1 / e of the signal , is added .",228,254375579_109,2
648a2ca31b9b67847842c8d2,233211151,Journal of Business Ethics,31,"If we look at the distribution of counties per the urban - rural classification receiving health grants , Fig . 1 shows that almost 100 % of all large central metropolitans received some health - related grants from corporate foundations . Around 20 - 40 % of large fringe metros , medium metros , and small metros received some grants , and the numbers are lower for micropolitans and non - core areas . Over the 3 years of analysis , some trends are worth mentioning . First , our data from Candid shows that 2013 was the year where more ( health ) grants were made . In 2017 , the number of corporate foundation ( health ) grants fell quite dramatically , and the major losers of this overall decline were not large central metros . Rather , from 2013 to 2017 , the proportion of recipient counties in each of the groups characterized as large fringe metros , medium metros and small metros dropped by almost 20 percentage points . Examining the average value of health grants ( including zero ) per capita by type of county , our calculations show , in Fig . 2 , that large metropolitan counties receive a significantly higher amount than all other types of counties . In 2013 , for example , on average large central Fig . 1 Proportion of counties per the urban - rural classification , that received health grants metros received $ 2.50 per head in health grants from corporate foundations . This figure drops to under $ 1.00 for large fringe metropolitans , while medium , small metros receive approximately $ 0.25 per head , while micropolitans , and noncore counties receive even lower amounts per head . Again , there is a time trend over the years . In terms of value , even large central metros received less in 2017 compared to 2013 . Health grants per capita dropped from $ 2.50 per head to just over $ 1.00 per head .",339,227282001_40,2
648a60bd1b9b67847879d86f,22626104,Nucleic Acids Research,22,"Next , we tested whether the imino acid proline imposes the requirement for eIF5A. 80S initiation complexes were assembled on an mRNA encoding MPPPK and polyproline synthesis was monitored in reactions containing canonical Pro - tRNA Pro . In contrast to the MFF and MFFF peptides , which were well resolved during electrophoretic TLC , MPP and MPPP peptides co - migrated during TLC . Addition of a C - terminal Lys residue on the MPPPK peptide enabled resolution during TLC of the full - length tri - proline peptide from incomplete C - terminally truncated products ( Supplementary Figure S1 ) . As expected , polyproline peptide synthesis showed a strong dependence on eIF5A. In the absence of eIF5A very little MPPPK was synthesized , and addition of eIF5A stimulated polyproline peptide synthesis ∼6.1 - fold ( Figure 1C , lane 6 versus lane 5 ; and Supplementary Figure S1C and D ) . Similarly , when misacylated Pro - tRNA Phe was tested for MPPPK peptide synthesis using 80S initiation complexes assembled on an mRNA encoding MFFFK , polyproline synthesis was stimulated ∼3.7 - fold by adding eIF5A ( end level = 0.08 in the absence of eIF5A and 0.30 in the presence of eIF5A ; Figure 1C , lane 8 versus lane 7 , and Supplementary Figure S1C and D ) . In control reactions , no peptide formation was detected when misacylated Pro - tRNA Phe was used for elongation of initiation complexes assembled on mRNA encoding MPPPK ( Supplementary Figure S1C ) , demonstrating that the observed peptide synthesis was not due to contaminating canonical Pro - tRNA Pro . It is interesting to note that the end level of the MPPPK peptide formation using misacylated Pro - tRNA Phe is lower than that obtained with canonical Pro - tRNA Pro ( 0.30 versus 0.49 , respectively ) , suggesting that the body of tRNA Phe is less effective for eIF5A - stimulated polyproline synthesis than is the body of tRNA Pro . Taken together , these data indicate that the imino acid proline and not tRNA Pro imposes the primary eIF5A requirement for polyproline peptide synthesis .",363,244651817_54,2
648a446f1b9b678478bb9c40,201062411,Science of The Total Environment,38,"The results of this study raise questions of the mechanisms behind the low levels of nitrification and resulting low N 2 O emissions from the urine patches in upland organic soils . Possible explanations for a lack of nitrification include a small or functionally inactive population of nitrifiers , high soil acidity , limited O 2 concentrations ( Allen et al . , 1996 ) , or some combination of the above . The detection of nitrification in the soil solution in one chamber suggests that the potential for nitrification exists in these upland peat soils . Nitrification rates , however , have been found to be lowest in moorlands and bogs in comparison to grasslands and woodlands , and are highest in arable and improved grasslands ( Yao et al . , 2013 ) . We suggest plant and microbial uptake were likely to be the main cause of the decline in soil solution NH 4 + concentrations in the urine treatments , with the decline occurring faster in the summer compared to the autumn treatments . The potential for NH 3 volatilisation was low due to acidic soil conditions , and leaching losses unlikely due to the limited build - up of NO 3 − in the soil solution . Complete denitrification to N 2 was also unlikely to occur due to production of N 2 O reductase being sensitive to low soil pH ( b6.1 ; Liu et al . , 2010;Liu et al . , 2014 ) . Soil acidity can influence the community composition of organisms capable of nitrification . At low soil pH , the protonation of NH 3 to NH 4 + occurs , and typically ammonia oxidizing archaea ( AOA ) dominate in environments with low NH 3 concentrations ( Stopnišek et al . , 2010;Zheng et al . , 2017 ) . Indeed , AOA have contrasting NH 3 acquisition systems and Fig . 5 . Dissolved organic carbon ( panels a and b ; mg C l −1 ) and total dissolved nitrogen ( panels c and d ; mg N l −1 ) in soil solution , measured from Rhizon soil water samplers located within the GHG monitoring chambers . Amendments were made on day 0 , symbols represent means ( n = 3 or 4 ) , error bars represent SEM and legends are specific to each column of panels . For panels a and c , asterisks represent significance levels of the analysis of variance . For panels b and d , black asterisks represent significance levels of t - tests for artificial urine compared to the control and red asterisks represent significance levels of t - tests for the NO 3 − and glucose compared to the control . ( For interpretation of the references to colour in this figure legend , the reader is referred to the web version of this article . ) possess energy - dependent NH 4 + transporters , compared to ammonia oxidizing bacteria ( AOB ) which have NH 3 transporters ( Offre et al . , 2014 ) . In addition , low soil pH has a greater negative impact on the abundance of AOB in comparison to AOA ( Yao et al . , 2013 ) . Extensively grazed acidic soils are likely to harbour greater numbers of AOA adapted to low NH 3 concentrations , as they do not receive fertiliser applications and inputs of excreta are minimal and ' patchy ' due to low stocking densities . The addition of urine to intensively managed grassland soils has been found to stimulate AOB , rather than AOA growth ( Di et al . , 2009;Podolyan et al . , 2014 ) , yet the response of AOA and AOB to urine events in extensively grazed systems are less well understood . We suggest that the high concentrations of urea within urine , which rapidly hydrolyses to produce high concentrations of NH 4 + in the soil , do not favour AOA growth , and the acidic conditions hinder AOB growth , resulting in limited nitrification from either prokaryotic domain . Soil hydrology can influence N 2 O sources and sinks ( Rubol et al . , 2012 ) , e.g. the higher the soil moisture , the lower the O 2 content , which would hinder the aerobic process of nitrification . In the individual chamber where nitrification was detected , the N 2 O - N EF was still only 0.06 % of the N applied , therefore , we suggest that the magnitude of nitrification may have been limited by additional factors . It is clear from our data that understanding the causes of spatial variability in nitrification rates are key to understanding the magnitude of N 2 O emissions from these upland organic soils . Enhanced understanding of the soils hydrology and the interactive effect of soil pH , aeration status and other soil characteristics on nitrification of urine - N would be useful to investigate the upper limits of urine - N 2 O - N EFs from extensively grazed peat soils .",860,14110389_71,2
648a61771b9b6784787fc444,15722621,Journal of High Energy Physics,27,"The SM prediction for the anomalous magnetic moment of the muon ( see [ 41,42 ] for reviews ) depends on the evaluation of QED contributions ( see [ 43 ] for a recent update ) , the hadronic vacuum polarization and light - by - light ( LBL ) contributions . The former have been evaluated in [ 44][45][46][47 ] and the latter in [ 48][49][50][51 ] . The evaluations of the hadronic vacuum polarization contributions using e + e − and τ decay data give somewhat different results . In view of the additional uncertainties associated with the isospin transformation from τ decay , we use here the latest estimate based on e + e − data [ 52 ] :",123,23296722_29,2
