text	corpusid	sentiment
sequencing . Since the identification of an interchromosomal insertion and an inversion in CCM2 [ 8,9 ] suggests that SVs must be considered as a possible cause of familial CCM disease , we wanted to test whether long - read sequencing could accurately detect these variants . Therefore , we reanalyzed a heterozygous 24 kb inversion on chromosome 7 ( Figure 4a ) , which covers the first coding exon of CCM2 [ 8 ] , with long - read sequencing ( Figure 4b ; Table S3 ) . We used crRNAs that were part of our CCM crRNA - panel to facilitate a dual - cut excision approach covering roughly half of the coding region of CCM2 . The crRNA located upstream of CCM2 was within the variant boundaries of the 24 kb inverted region , whereas the downstream crRNA was located in CCM2 intron 3 . The wild - type allele was present in roughly half of all reads . Two different kinds of reads covering the inversion were present . In both cases , mapping orientation flipped after passing one of the inversion breakpoints ( Figure 4b ) . Due to the different types of reads generated by sequencing the inversion allele , we were able to identify both breakpoints of the 24 kb inversion . This variant was discovered previously only using short - read WGS [ 8 ] . As the variant is copy number neutral and the breakpoints lie in non - coding regions , detection via targeted panel sequencing , whole - exome sequencing , or MLPA was impossible .   A dual - cut approach was used to re - sequence a sample with a known heterozygous 24 kb inversion in CCM2 . CrRNAs facilitated sequencing in opposing directions . One binding site was located inside of the inversion ( yellow arrow ) , and the other one was located downstream of the variant ( green arrow ) . Sequencing of the wild - type allele resulted in one type of reads localized between both crRNA cut sides . Two distinct read patterns visualizing the inversion could be observed depending on which crRNA initiated sequencing of the inversion allele ( inversion reads 1 ; inversion reads 2 ) . Read data were inspected in IGV [ 23 ] . The Locus Reference Genomic ( LRG ) transcripts are shown ( b ) .	254618758	maybe
One approach to defend from adversarial perturbations is to mask gradients . Defensive distillation [ 29 ] , which distills networks into themselves , is one of the most prominent methods . However , Carlini and Wagner [ 7 ] showed that we can create adversarial perturbations that deceive networks trained with defensive distillation . Input transformations and detections [ 40,14 ] are some other defense strategies , although we can bypass them [ 6 ] . Adversarial training [ 12,20,23 ] , which injects adversarially perturbed data into training data , is a promising approach . However , there is a risk of overfitting to attacks [ 20,37 ] . Many other heuristics have been developed to make neural networks insensitive against small perturbations on inputs . However , recent work has repeatedly succeeded to create adversarial perturbations for networks protected with heuristics in the literature [ 1 ] . For instance , Athalye et al . [ 2 ] reported that many ICLR 2018 defense papers did not adequately protect networks soon after the announcement of their acceptance . This indicates that even protected networks can be unexpectedly vulnerable , which is a crucial problem for this specific line of research because the primary concern of these studies is security threats .	3655212	no
where = ( ) 0 ⁄ . Therefore , after obtaining several data points and fitting the curve by a linear fitting model , minus half of the slope is the expected weak value .	255469914	no
"Robustness was also strengthened by our data sources . Though the study was observational in nature , we were able to capture objective data on food purchases rather than relying on subjective self - reports of consumption . By analysing secondary administrative data captured over the span of two years , our assessments reflected changes of behaviour over time rather than at a single point in time under experimental circumstances . Furthermore , we identified social connections using passively - collected purchasing data rather than directly observed or self - reported information . This allowed inference of social connections on a large scale and in an objective fashion that was not influenced by social desirability or other reporting biases that may arise in primary data collection . While the practice of inferring social connections based on objectively - assessed temporal and spatial proximity is not new , it has not generally been applied to study food - related behaviours , in a relational context , using a validated measure of tie strength derived from participant observation and survey data . The stronger associations observed when the longitudinal models were restricted to dyads with a higher probability of being "" true "" helps to support the validity of both our conclusion that we are observing prospective associations consistent with a social influence process and our evidence that ties are "" true . "" Our estimated tie probability may reflect the probability that an observed tie is present in reality , or alternatively , it may be a measure of the strength of the tie between two people . In either event , we would expect higher values to be associated with stronger estimated associations in purchasing behaviour . Similarly , if associations are real , we would expect that they would be attenuated in situations where social ties are weaker or poorly measured , which is what we found ."	233371463	no
However , to what extent these potential advantages can be realized is dependent on just how smart the technology functions ; this means that different levels of smartness may exist . If the technology is not very smart yet , employees have to expend significant time in data preparation and training of the smart thing , such that people are tethered to the supposed smart thing as a form of human assistant ( Huang & Rust , 2018 ) . Only when the things achieve a higher level of smartness , such that they can deal with messy , heterogeneous data , will the people be free to fruitfully handle their specific tasks , such as interpretation and ideation . Indeed , smart things pose many new challenges to the firm , not least the difficulties of adapting existing , and often historically successful , business models to new digital possibilities . When firms fail to develop their business models in this way , they may quickly find themselves at a disadvantage compared to their digitally savvy competitors ( Benner & Tripsas , 2012;Massa et al . , 2017 ) .	213757082	no
One limitation of learning a classifier without class labels is losing the mapping ( the identifiability ) between the output nodes and the semantic class . A simple method to obtain the mapping is by using a part of the training data with class labels and assigning the output nodes to the dominant class which activates the node ( here we obtain the optimal assignment by the Hungarian algorithm ( Kuhn , 1955 ) , which is commonly used in evaluating the clustering accuracy ( Yang et al . , 2010 ) ) . Note , however , that for unsupervised problems we do not need to do this except to quantitatively evaluate our method ; otherwise the outputs can be seen as arbitrary clusters .	57375742	no
The empirical evidence on the public effects of private reporting remains limited , because the data on private engagement dialogs are not usually made public . Focusing on incident - based private reporting , this paper seeks to contribute to several strands of existing research . First , this study is related to the large - scale studies by Dimson et al . ( 2015 ) , Barko et al . ( 2018 ) , and Hoepner et al . ( 2018 ) , which analyzed the outcomes of private thematic engagement on sustainability issues . These studies examined private ESG engagements conducted by a stand - alone large institutional investor for US or UK public companies to increase the financial returns of investee companies by improving their low sustainability performance . They found that target companies responded to the demands of the institutional investor and made satisfactory changes in their business practices . Dimson et al . ( 2015 ) reported that private thematic engagements were associated with positive abnormal returns over the year following the initial engagement . The results also documented improvements in the target companies ' operating performance , sales , employee efficiency , stock volatility , and governance . Hoepner et al . ( 2018 ) showed that thematic engagement reduced downside risk and created value for a large institutional investor . Barko et al . ( 2018 ) found that private thematic engagements increased the sales growth , financial return , and sustainability ratings of target companies with the lowest ex ante sustainability ratings , but did not change their profitability . The current paper differs from these three studies because it only considers incident - based private reporting in engagement dialogs . It also analyzes global target companies and the public effects of private reporting as reflected in the performance and transparency ratings of ESG data providers , which are available to broader stakeholders .	244844197	maybe
The position of genetic markers and their physical locations in the Arabidopsis genome were obtained from Singer et al . ( 33 ) RI map . Recombination rates were calculated as the genetic distance ( in cM/50 kb ) between pairs of neighbouring informative SFP markers and plotted versus the average physical distance between the same markers . Then , the mean recombination frequency was calculated for chromosomal sections used in the study ( with 1.5 Mb windows ) . GC level was established for particular chromosomal sections using the geecee program supplied in the EMBOSS package ( 26 ) . For an analysis of TAGs we used data from Rizzon et al . ( 34 ) , but filtered against the transposable element - related sequences , as described above . The number of TAGs for each 1.5 - Mb chromosomal section was counted and divided by the total number of non - TAG genes for the section . Methylation levels were kindly provided by Xiaoyu Zhang and Steve Jacobsen ( 35 ) . These were recalculated by adding values for particular chromosomal sections . Two groups of data corresponding to two methods of methylation site identification were applied : methylcytosine immunoprecipitation [ mCIP ; ( 35 ) ] . In all the correlations calculated in the present work we used data obtained for particular chromosomes instead of averaged records for a chromosomal arm . Statistics were performed using the WINKS SDA Software ( Texasoft , Cedar Hill , TX ) .	3101910	no
We evaluated the finite - sample performance of the proposed interaction test in a simulation study that is analogous to a real nutrition - environment interaction study . We generate two groups of input features ( x i,1 , x i,2 ) ∈ R p1 × R p2 independently from standard Gaussian distribution , representing normalized data representing subject 's level of exposure to p 1 environmental pollutants and the levels of a subject 's intake of p 2 nutrients during the study . Throughout the simulation scenarios , we keep n = 100 , and p 1 = p 2 = 5 . We generate the outcome y i as :	8775835	no
The global MPI itself and its associated incidence and intensity are estimated using nationally representative survey data , accounting for sampling weights and other aspects of complex survey design . This study uses the microdata that underlies the 2020 release of the global MPI ( Alkire et al . , 2020b , c ) ; Table D.1 in the appendix presents a full list of datasets , their dates , and their use in our analysis . For our microsimulations , we use 97 out of 107 countries covered by the most recent available cross - section datasets ( ' global MPI ' ) , excluding the 10 countries lacking the nutrition indicator which is essential for our simulations . For calibrating our trajectories , predicting the simulated shock in 2020 , and the final aggregation to the global level , we use data of the 70 countries for which we have two intertemporally harmonised cross - sections ( ' Changes over time ' ) ; see also Figure A.1 on this . Across these 70 countries , the global MPI datasets collectively comprise a sample of 6.4 million individuals , representing a population of over 4.6 billion individuals .	238478212	yes
Wγ normalization 1.13 ± 0.08 Table 4 . Extracted SFs and the total uncertainty obtained from the likelihood fit for the contribution from misidentified electrons for the three data - taking periods , and for the normalization of the Zγ and Wγ background components .	245577208	no
It can be shown that score matching is a special case of MPF in continuous state spaces , where the connectivity function is set to connect all states within a small Euclidean distance r in the limit of r → 0 ( Sohl - Dickstein et al . , 2011 ) . For simplicity , in the case of a discrete state space ( Bernoulli RBM ) , we can fix the Hamming distance to one instead , and consider that data states are connected to all other states 1 - bit flip away :	6079627	no
Secondly , given the genetic overlap between traits , we observed that some signals were shared between sex hormone traits but appeared to have much stronger effects in one versus others . To help derive additional genetic risk scores that reflected this , we took all genome - wide significant signals within each sex but across traits , and performed ward - based hierarchical clustering 35 on individual variant Z scores . We used the observed clusters from these analyses to produce additional genetic instruments ( Supplementary Table 16 ): 8 . A ' male SHBG cluster ' ( N = 362 ) formed from SNPs with dominant effects on SHBG in men . Each SNP in this genetic instrument is weighted by its effect from the BMI - unadjusted SHBG analysis . 9 . A ' male testosterone cluster ' ( N = 122 ) formed from SNPs with dominant effects on both total and bioavailable testosterone in men . Each SNP in this genetic instrument is weighted by its effect on total testosterone . 10 . A ' male estradiol cluster ' ( N = 14 ) formed from SNPs with dominant effects on estradiol in men . 11 . A ' female SHBG cluster ' ( N = 373 ) formed from SNPs with dominant effects on SHBG in women . Each SNP in this genetic instrument is weighted by its effect from the BMI - unadjusted SHBG analysis . 12 . A ' female testosterone cluster ' ( N = 241 ) formed from SNPs with dominant effects on both total and bioavailable testosterone in women . Each SNP in this genetic instrument is weighted by its effect on total testosterone . Gene prioritization . We used the SMR software package 36 to systematically map associated genetic variants to genes via expression effects ( eQTLs ) . For all analyses we included expression data from liver , in addition to skeletal muscle in men and adrenal gland in women . All expression data were generated by the GTEx consortium ( v7 ) , made available from the SMR website resource section ( https:// cnsgenomics.com/software/smr/#DataResource ) . Only genes passing multiple test correction and exhibiting no statistically significant evidence of coincidental eQTL overlap ( assessed by the SMR HEIDI metric ) were considered . The same data were additionally used to perform global tissue enrichment using linkage disequilibrium score regression applied to specifically expressed genes ( LDSC - SEG ) 37 .	211074514	yes
The data collection process from 2006 followed the same guidelines each year . According to the European NACE Rev. 2 classification of the industry , the sample should have reflected the Slovenian industry structure , which we transformed according to the USA 's NAICS classification . By collapsing 22 industries into ten broader industry categories , we reduced organizations ' fragmentation across numerous industries . Second , we kept the original classification of organizational size , with small organizations having below 100 employees , medium organizations having between 100 and 1000 , and large organizations having more than 1000 employees . Organizations with fewer than 50 employees dominate the Slovenian economy ( > 90 % ) and play an important role in economic development ( Bartlett & Bukvič , 2001 ) . Additionally , we limited the inclusion of respondents from small organizations to 50 % of the sample . Medium organizations were limited to 30 % of the sample , while large organizations were limited to 20 % . Third , to reflect the ratio between the manufacturing and service organizations , we included up to 40 % of respondents from manufacturing organizations . Finally , we tried to obtain at least 150 answers to have enough cases for analyses and ensure our data 's representativeness .	237409895	no
In the first instance our results confirm the validity of the dipole model : it does make sense to speak of a universal dipole cross - section which is able to account for both soft and hard diffraction in a wide variety of photo - processes . We also attempt to ascertain the extent to which the new data are able to discriminate between the predictions of the three dipole models we use . These models can perhaps best be described as parameterisations which incorporate certain general theoretical ideas and can be viewed as providing an indication of the uncertainties remaining in the dipole cross - section once the precise structure function data have been accounted for . Unfortunately we shall find that the new data are not quite precise enough to discriminate between the models or to add any significant evidence for saturation beyond that already present in the F 2 data . We do however find that in diffractive photo / electro - production progress is hindered by the lack of a precise enough measurement of the forward slope parameter B which determines the t - dependence of the final state proton . We take this parameter from data and its error translates into an uncertainty on the normalisation of the predicted cross - sections . A more precise measurement of this quantity would provide a significant additional constraint .	10207446	no
( i ) Integration of new user - specified data sets , such as data from next - generation sequencing studies , or additional gene expression experiments . ( User input : Gene IDs and gene - based scores ) . ( ii ) Integration of copy - number variation data . ( User input : Chromosomal regions ) , ( iii ) Improved gene ranking based on large - scale textmining . ( User input : Key words ) . ( iv ) Improved GWA data - based scoring of genes .	1088040	no
In this section we go beyond the qualitative description of the strategies developed by each method and define metrics to quantify : ( a ) how much each method was able to explore the crystallization zone and ( b ) how good the data acquired were for building a model , which is to predicting crystallization of future experiments .	9036716	no
The simplest sample geometry is that of a perovskite film on glass . Therefore , we want to use this device geometry as a starting point to recapitulate the basic theory of TPL measurements and data interpretation that is already quite well understood and briefly introduce the terminology and the physical parameters that we will use during the discussion . Furthermore , we introduce the representation of the decay time τTPL , which results from the derivative of the photoluminescence with respect to time that we plot as a function of the corresponding time - dependent quasi - Fermi level splitting ∆EF .	231942588	no
Cohen here draws a comparison between improvements in systematic uncertainties and improvements in statistics ( the amount of data ) . This also recalls the concept of creativity invoked by Barrie and Rooney in their reflections in Sect . 3 . Through the comparison of improvement due increases in the available data and systematic uncertainties , we can see how it is possible to identify and measure creative contributions . This comparison process generates an improvement not attributed to an expected increase in data but rather an improvement attributed to the collaborative effort , effectively a quantification of creativity as a process . Many of the ambiguities in understanding creativity are present in this notion of creativity . Creativity is identified through a comparison of improvements in the measurement outcome , between those attributed to increases in data and those attributed to other improvements such as a decrease in the systematic uncertainties from a transformation in the model of the measurement process . This notion also lends itself to considerations of creativity as a product : unexpected improvements to the model of the measurement process . It also permits even very small improvements to be identifiers of creativity , as long as there is a net positive change across a comparison ( all other things being equal ) . 19 This notion runs counter to other previously discussed notions of creativity , as it removes any requirement for a necessary ' level ' of , or threshold for , novelty .	238769264	no
"A dynamic and active understanding of attunement has been developed in the literature on ecological dynamics . Ecological dynamics is an interdisciplinary framework that combines ecological psychology with dynamical systems theory and the complexity sciences ( Araujo et al . , 2009;Button et al . , 2020;Seifert et al . , 2017 ) . Within ecological dynamics , skilled behavior is seen as the emergence of flexible performance solutions resulting from the interplay between a skilled agent and the affordances offered in its environment . In some recent applications of ecological dynamics , the behavioral data of ecological dynamics is complemented by reports on the phenomenology of skilled action ( Seifert et al . , 2014a , b;Seifert et al . , 2017;Rochat et al . , 2019 , see also Araujo et al . , 2005 . The point here is twofold : skilled agents actively structure their coupling with the environment and this relation to the environment is experienced . 3 Our aim in this paper is to introduce the notion of "" metastable attunement "" as a bridging concept to connect ecological dynamics to phenomenology . 4 Both perspectives - the phenomenological and the ecological dynamical - capture something important about skilled agency . Phenomenology is necessary for describing the first - person lived experience of being a skilled agent acting in a meaningful world . 5 2 This ecological conception of attunement is sometimes characterized in terms of "" resonance "" . The tuning of perceptual systems to environmental information is then understood analogously to the workings of a radio : in tuning in to a specific frequency , the radio extracts information from a wealth of background noise ( Gibson , 1979 , p. 249;Raja , 2020 ) . This metaphor leaves a lot to be desired . As Heft has noted : "" a tuning fork resonates , and indeed , can not help doing so ceteris paribus . But an individual selectively engages the environment [ … ] Because knowing processes are marked by an individual selectively engaging the environment , a term with a more intentional connotation may better direct the thinking here . In this respect , attunement would seem to be more suitable . "" ( Heft , 2001 , p. 366 ) . 3 The idea that our experience is our active engagement with the world is a basic commitment of the enactive approach to embodied cognition ( Varela et al . , 1991 ) . 4 This current paper is very much in agreement with a recent proposal to bridge ecological dynamics and skilled intentionality ( Araujo et al . , 2019 ) . Araujo et al . ( 2019 ) make this bridge in the context of sports science . We use insights from ecological dynamics in sports science and phenomenology to apply it to the broad range of situations encountered in everyday life . In the latter part of the paper , we point to applications in design , architecture and art . 5 Interestingly this first - person perspective ( in agreement with the enactive approach ) provides descriptions of skills in everyday life that complement empirical questions that arise within the ecological 1 3"	238723739	no
"Single crystals of 3 , 4 , and 8 have been collected on a Bruker D8 APEX - II equipped with a CCD camera using Mo Kα radiation ( λ = 0.71073 Å ) . Crystals were mounted on a fibre loop and fixated using Fomblin oil . Data reduction was performed with SAINT , [ 5 ] Absorption corrections for the area detector were performed using SADABS . [ 6 ] Structures were solved by direct methods and refined by least squares methods on F2 using the SHELX and the OLEX2 suit of programs . [ 7 ] The data collections for 3 , 8 and 4 ( M - enantiomer , CCDC = 1905846 ) were collected at 150(2 ) K , while 4 ( P - enantiomer , CCDC = 1905848 ) was collected at 100(2 ) K. Non - hydrogen atoms were refined anisotropically . Hydrogen atoms were constrained in geometrical positions to their parent atoms . Some of the solvent molecules in 3 ( DCE ) and 8 ( DCM ) showed diffuse scattering and could not be modelled satisfactorily . Their impact were treated as diffuse contribution to the overall scattering without specific atom positions and masked by the Olex2 program similar to the SQUEEZE / PLATON . [ 8 ] Compound 4 crystallized by self - sorting in the enantiomeric pair of space groups P6(1 ) and P6 ( 5 )    Density functional theory ( DFT ) calculations were carried out to identify the most stable forms of compound 4 . The weakly coordinating BF4 − counterions were not included in the molecular models , as previous studies on analogous systems indicated that the presence of the counterion does not influence the structure of the [ N - I - N ] + halogen bonded complexes . [ 10 ] We thus assume that the relative stabilities of various conformers of the "" bare "" halogen bonded cation ( denoted as 4 2 + ) would not change in the presence of the BF4 − counterions ."	149444490	maybe
General overview S39 Figure S32 : 3D graph of the data from experimenter 1 ( left ) and experimenter 2 ( right ) . View from the reducing agent perspective Figure S35 : 3D graph of the data from experimenter 1 ( left ) and experimenter 2 ( right ) . Figure S36 : 3D graph of the data from random 1 ( left ) and random 2 ( right ) . View from the acid perspective S42 Figure S38 : 3D graph of the data from random 1 ( left ) and random 2 ( right ) . Figure S39 : 3D graph of the data from random 1 ( left ) and random 2 ( right ) .	9036716	maybe
A total of 30 fresh frozen and archive samples from long - standing UC , CAC , CRC and the corresponding adjacent normal colorectal mucosa tissue were collected from patients that were attending the Endoscopy Unit , Universiti Kebangsaan Malaysia Medical Centre ( UKMMC ) , Kuala Lumpur , Malaysia . Upon admission , informed consent was obtained from each patient . Basic clinical and demographic data were gathered and analyzed while reviewing the patient 's medical records . Prior to further processing , the tissues were collected in RNAlater ( Sigma Aldrich , St. Louis , MO , USA ) and kept frozen at −80 • C. An experienced pathologist examined the confirmation of the diagnosis , the level of inflammation , and the presence of metastases based on the hematoxylin and eosin ( H&E)-stained sections . Only cancer tissues with more than 80 % tumor cell content were used in this study for cancer samples . The normal samples were confirmed to be free from tumor or inflammatory cells . The Universiti Kebangsaan Malaysia Research Ethics Committee ( UKM / PPI/111/8 / JEP-2019 - 572 ) granted approval for this study .	252631535	maybe
The mission of the animal shelter was to provide care for animals in need , i.e. to find them an adoptive ' forever home ' or be ' euthanised ' . While organisational processes were based on a utilitarian ethical framing , reflective of a rationalised , distant relationship of senior leadership to the animals , the ' care for ' relationship was formed between the frontline shelter workers and the animals . Indeed , these shelter workers ' embodied actions and feelings demonstrated a concrete human - animal relationship in which animal value was intrinsic ( core aspects for the ' care for ' framing ) . The data were saturated with acts of embodied care ( see Pullen & Rhodes , 2015 ) and interspecies communication ( Donovan , 2006 ) reflected in attempts to ' read ' the dogs and understand their interests . Such noticing , in combination with the affective moments shared by workers and dogs in difficult physical and psychological circumstances , revealed aspects of worker - dog relationality , collective action and shared solidarity , elements that Burton and Dunn ( 1996 ) and Wicks et al . ( 1994 ) suggest sit at the centre of feminist stakeholder theory . But this ' relationality ' moves beyond their conceptualisations as the affective embodiment in the following entangled experience reveals : I washed Lilly as she closed her eyes enjoying the simple bath . I never wanted to take her back and felt sad at having to put her back into her pen . Wolfgang is getting better , but he 's housed with pretty crazy dogs barking and fence - running . At the end of the day , I went again to sit with him , and he lay in my lap relaxing , even with the yapping cattle dogs behind us running up and down . It was almost meditative for us both in spite of the stress and noise . I took Millie to the exercise yard because she was frantic and she relaxed , playing a bit in the grass away from the concrete ' jail ' . Hopefully she 'll get fostered soon so she can improve and feel better . ( Researcher diary )	235188204	no
As discussed previously , most of the non - energy - related environmental impacts in the life cycle of LIBs are tied to mining and material processing operations . There are various midpoint and endpoint metrics aimed at characterizing depletion of non - renewable resources . We argue that these multipliers fail to capture the nuances of some of the key inputs to battery production , where availability itself may be a secondary or tertiary concern and the more likely outcome is a long - term shift toward more costly and energy - intensive extraction methods . Rather than attempting to quantify resource depletion in a single metric , we recommend that future LCAs develop a set of current average , marginal , and incremental scenarios for the recovery and processing of a few key material inputs ( including Li , for example ) and use these scenarios to illustrate the longterm implications of continuing to extract these materials without recovering and recycling them at the battery end - of - life . The other impact most relevant to raw material extraction we have discussed here is eutrophication potential . We hesitate to recommend that this metric be included in future studies , in part because the required data on relevant waste stream discharges may not be of sufficient quality to draw meaningful conclusions from the results . Ozone depletion potential , which we briefly touch on , is not likely to be a useful metric to quantify given the ongoing phase - out of ozone - depleting substances such as CFC-11 . [ 88 ] Human toxicity does not feature prominently in non - energy - related impacts within the studies we surveyed , but as noted earlier , published values regularly rely on data provided by large mining companies [ 86 ] and those datasets likely reflect best industry practices and fail to account for the impact of outliers , particularly in artisanal and small mining operations . Omitting such outliers is a known problem in emissions and environmental impact accounting [ 85 ] and must be mitigated in future LCAs , particularly in the context of material extraction and processing .	237792009	no
As mentioned above , MTDH could not directly bind to the RKIP promoter region . Instead , it might require other transcription factors to regulate RKIP gene . According to our recent work using weighted gene co - expression network analysis ( WGCNA ) , RKIP transcripts were functionally associated with the transcription factor VEZF1 . In particular , their expression is inversely correlated with each other [ 17 ] , which is a similar pattern to the RKIP and MTDH association shown above ( Figures 2 and 3 ) . Thus , MTDH - dependent transcriptional inhibition of the RKIP gene could require the functional connection with VEZF1 . To test this possible mechanism , we first examined the binding ability of VEZF1 to the RKIP promoter region using ChIP assay . As expected , the VEZF1 protein bound to the RKIP promoter ( Figure 5A ) , and the overexpression of VEZF1 strongly inhibited the transcriptional activity of the RKIP gene in the luciferase reporter assay . The activity of the −83/+168 RKIP promoter construct ( last bar in Figure 4D ) was very similar to the transcriptional activity exhibited in cells overexpressing MTDH . These data suggest that the transcription factor VEZF1 and MTDH could form a DNA - binding complex and subsequently repress RKIP gene expression in cancer cells . We further examined how the two proteins MTDH and VEZF1 influence the transcriptional activation of RKIP gene using quantitative PCR analysis in cells in which the expression of these proteins was perturbed . As expected , knocking down MTDH increased the transcriptional activation of RKIP gene , and overexpressing VEZF1 significantly decreased the RKIP mRNA transcripts ( Figure 5B ) . However , in the case of the double perturbation ( MTDH - knockdown and VEZF1 - overexpression ) , the amount of RKIP transcripts was similar to the value obtained from VEZF1 - overexpressing cells . This result indicates that MTDH - dependent inhibition of RKIP expression is not observed at the high level of VEZF1 protein .	232380542	no
The environmental media type is discussed in order of robustness of the data ( i.e. , soil/ sediment , dust , water , food , and air ) . Appendices B - H provide further details for the literature data used in each of the meta - analyses summarized below .	201228023	maybe
We perform independence tests on the real - valued measurements which are known to contribute numerous spurious correlations . In addition to the gene expression data , we model domain knowledge based on undirected protein - protein interaction ( PPI ) edges extracted from the Yeast Genome Database :	22123481	maybe
Additionally to the ex situ measurements , we performed ex situ and in situ Raman spectroscopy to gather further insights into the activated structure . The Raman spectra in Figure 3a confirm the surface restructuring of LiMnBPO to a K-/Li - birnessite δ - MnO 2 related phase ( Figure S45 , Note S1 , Supporting Information ) . [ 21 ] The PXRD and SAED data ( Figures S35 and S40d , Supporting Information ) reveal the absence of a structural periodicity capable to lead to X - ray or electron diffraction . Therefore , the newly formed phase can best be described as an amorphous phase containing a birnessite - like short - range order ( called a - δ - MnO 2 in the following text ) . The birnessite structure comprises of MnO 2 layers accompanied by randomly distributed charge - neutralizing cations at the interlayer . Due to these cations , some of the Mn sites are reduced from Mn IV to Mn III . [ 22 ] It has been shown previously that the transformation of Mn - based ( pre)catalysts to active catalysts can follow various ( metastable ) intermediate steps . [ 7f,20,23 ] To shed light on the dynamic change in structure , we recorded in situ Raman The essential marker bands are represented with ν 1 , ν 2 , ν 3 , ν 4 , and ν 5 , respectively . c ) XANES and d ) Fourier transformed EXAFS measured at the Mn K - edge of as - prepared powder , as - deposited , and the film after water oxidation catalysis further validate the results obtained from Raman spectroscopy . EXAFS simulation parameters and experimental data in k - space are shown in Tables S9 and S10 and Figure S47 in the Supporting Information . spectra of LiMnBPO / FTO at a current density of 10 mA cm −2 . Between 200 and 700 cm −1 , several ν 5 , ν 4 , ν 3 , ν 2 , and ν 1 at 407 , 477 , 510 , 578 , and 637 cm −1 , respectively ( Figure 3b ) , were observed within a minute , which became more pronounced with increased time intervals ( up to 24 h ) . The ν 2 band observed at 578 cm −1 is attributed to the in - plane MnO stretching modes along the octahedral layers in a - δ - MnO 2 , while the bands at 510 ( ν 3 ) and 637 cm −1 ( ν 1 ) are associated with out - of - plane MnO vibrations perpendicular to the layers . [ 9a,9b ] Notably , the ν 1 band is red - shifted ( 653 cm −1 ) from its positions in Mn IV a - δ - MnO 2 and matched perfectly with K - birnessite with a mixed Mn III / IV valence state . [ 21 ] The observed ν 3 and ν 4 bands are only present in intercalated Mn III / IV birnessites . The ν 5 band appears as a doublet peak for pure Mn IV phases and not as a singlet peak , as observed in here . [ 9a,21 ] The successive insertion of K was also indicated by the increase in ν 2 /ν 1 ratio , which is in line with the EDX and ICP - AES results . [ 21 ] The vibration at 948 cm −1 can be assigned to the symmetric stretching of PO 4 units , which decreases over time due to the successive loss of P with the growth of the active a - δ - MnO 2 layer ( Figure S46 , Supporting Information ) . [ 24 ] Hence , the Raman spectra show the presence of mixed - valence Mn III / IV K-/Li - intercalated a - δ - MnO 2 on the surface of LiMnBPO during OER . This behavior stands in contrast to the one of electrochemically synthesized birnessite , where in situ Raman studies revealed the complete oxidation from Mn III / IV at open circuit potential to Mn IV under OER conditions . [ 25 ] This demonstrates that the in situ transformation of LiMnBPO is indeed a successful strategy to form a K - containing a - δ - MnO 2 phase with abundant Mn III even under highly anodic potentials to efficiently catalyze water oxidation .	231700984	maybe
Need - expected utilisation was computed at the LSOA level using regression - based indirect standardisation methods ( O'Donnell et al . , 2008 ) . The following equation was estimated by OLS , separately for each year of the data :	3174407	no
The synthetic genetic interaction between exo1 and mus81 prompted us to analyze whether these nucleases interface in promoting collapsed replication fork transitions . SEEs can act on similar in vitro ( 49 ) and in vivo substrates ( 45 ) . We therefore extended our 2D gel analysis to yen1 and slx1 mutations to cover for possible redundancies in fork processing . We failed to observe differences in the replication intermediates of rad53 ( data not shown ) or rad53 exo1 cells , upon single mus81 ( Figure 3B ) , yen1 or double mus81 / yen1 deletion ( Supplementary Figure S1 ) . Similarly , slx1 ablation did not alter the 2D gel profiles of rad53 ( data not shown ) or rad53 exo1 cells , even if combined with mus81 and/or yen1 deletions ( Figure 3C ) . We also failed to detect differences in the 2D gel profiles of rad53 and rad53 exo1 cells upon ablation of rad1 or saw1 ( data not shown ) . These observations indicate that Mus81 , Yen1 , Slx1 and Rad1 SSE nucleases are dispensable for the aberrant fork transitions observed in checkpoint deficient cells . We note , however , that the synthetic HU sensitivity observed in exo1 mus81 checkpoint proficient cells points at an overlapping role for these nucleases in stalled fork metabolism , perhaps related to the resolution of fork - derived structures later in the cell cycle ( 43,50 ) .	4385694	maybe
) , all we need to know is N Ci / N Xi and F Xi . N C and N X can be measured by cell counting at the time of mixing cell cultures . Simpler still , under steady state conditions ( i.e. in exponentially growing asynchronous cultures ) N C /N X is given by W C /W X , where W C and W X are the reads assigned to genomes C and X in aliquots from our samples that have not been immunoprecipitated ( whole cell extracts or WCE ) . Meanwhile , F X = IP X /(IP X + IP C ) , where IP X and IP C are derived directly from the sequence data . As a consequence ,	18321962	no
To determine the past performance effects of water performance in particular , we used the same regression specification , replacing the high strength dummy and high concern dummy of overall CSR performance with the water performance measure derived from Trucost water data .	237756669	no
