corpusid,section,subsection,section_pos_in_pct,text,Yes,No,Maybe,Keyword
15591492,15/34,1,0.441,"Total RNA was extracted using the RNeasy kit (Qiagen, Valencia, CA). Specific primers and fluorogenic probes were used to amplify and quantitate gene expression [31]. The gene-specific signals were normalized to the RPL19 housekeeping gene. All TaqMan qRT-PCR reagents were purchased from Applied Biosystems (Foster City, CA). A minimum of a triplicate set of **data** was analyzed for each condition. Data are presented as the mean 6 SEM.",0,1,0,
251694175,15/32,1,0.469,"Profiling was performed in a single batch in JHS and two batches of N = 88 and N = 121 in HERITAGE using the Olink Explore panel (Olink Proteomics AB, Uppsala, Sweden) according to the manufacturer's instructions using separate aliquots. The Proximity Extension Assay technology used for the Olink protocol has been described (5), and Olink enables analysis using 2.8 l of each sample. Briefly, pairs of oligonucleotide-labeled antibody probes bind to their targeted protein, and if the two probes are brought in close proximity, the oligonucleotides hybridize in a pair-wise manner. The addition of a DNA polymerase leads to a proximity-dependent DNA polymerization event, generating a unique double-stranded DNA barcode for each specific antigen. The resulting DNA sequence is subsequently detected and quantified using next-generation sequencing (Illumina NovaSeq). Data are then quality-controlled and normalized using an internal extension control and a plate control, to adjust for intra-and interrun variation. The final assay readout is presented in Normalized Protein eXpression (NPX) values, which is log 2 -transformed ratio of sample assay counts to extension control counts; a higher value corresponds to a higher protein expression. Internal controls for incubation, extension, and amplification are included on each plate. Outlier analysis was performed by PCA; two samples were removed across all JHS analyses resulting in the present N = 568 of the present study. No samples were excluded in HERITAGE analyses. All assay validation **data** (detection limits, intra-and inter-assay precision data, etc.) are available on manufacturer's website (www.olinkexplore.com).",1,0,0,all data are available on 
251843619,10/73,1,0.137,"All interviews took place through videoconference (Zoom) or by telephone, based on the preference of the participant(s) and in consideration of safety during the COVID-19 pandemic. Interviews were audio recorded and field notes collected. Interviews lasted between 30 and 60 min, whereby individual interviews were 38 min on average and group interviews 45 min on average. Members of the study team met monthly to review **data** collected to date, discuss prominent themes, and **data** saturation.",0,1,0,
254066667,1/7,1,0.143,"Despite the potential for shifting rookery contributions to Bahamian foraging assemblages over time (Bjorndal & Bolten, 2008;van der Zee et al., 2019), no study to date has confirmed this at other known foraging areas in the Bahamas. The lack of recent genetic analyses of Bahamian turtles means that **data** used in the previous Bahamian MSAs do not reflect haplotype frequencies representing longer mtDNA sequences and mtSNPs (Shamblin et al., 2016), nor do such haplotype **data** exist for any Bahamian foraging assemblage. Thus, previous analysis of rookery contributions may not be as accurate as contemporary techniques allow. Additionally, the Bahamas comprise a long chain of islands (>800 km) and it is possible that different Bahamian foraging locations would present with different rookery contributions, perhaps due to the influence of regional ocean currents (Shamblin et al., 2016), rookery sizes (Lahanas et al., 1998), or to juvenile natal homing (Shamblin et al., 2016).",0,1,0,
54704771,1/11,1,0.091,"The provided statistical **data** enables us to state that MNCs control a relative share of all the international trade. The latter proves that the use of transfer pricing cannot only inflict losses to an individual country in the form of failure to pay taxes to state budget. Specifically, the issue of transfer pricing is jeopardized by the fact that using it, MNCs can determine or undermine international economy by means of redistribution of economic resources. It is necessary to mind that any MNC has its end beneficiary or a group of beneficiaries who make critical impact on it and obtain profit of its activity. In other words, groups of individuals are capable of making a significant impact on the stability of individual economy, affect the global economy generation. The above-mentioned factors stipulate an objective necessity of efficient tax control of transactions using transfer prices. This type of state control has already become one of conceptual conditions of national economy generation.",0,1,0,
212623008,11/25,1,0.44,"All 261 eligible participants were approached between September 2012 and June 2015, of whom 89 consented to participate (CAT: 42; TAU: 47). The most common reasons for not participating were no interest, or not willing to participate in the interviews or tests. Participant flow is displayed in figure 1. Full-consenters (n = 89) and those who consented to baseline staffrated **data** (n = 22) differed only with regard to age; younger people were more likely to fully participate (t(109) = −2.291, P =.024). Additionally, participants who completed the trial showed lower levels of positive symptoms compared to non-completers (t(49) = −2.524, P = .014).",0,1,0,
215725489,12/13,3,0.923,"Supporting information S1 Table. Method of diet analysis of diets retrieved from the literature. The column labelled ""Code"" is used in S2 Table. (DOCX) S2 Table. Diet **data** as retrieved from the literature. Including information pertaining to the species studied, the study reference, the location in which the study took place, the number of individuals sampled, the study method (See S1 Table), and the diet data. See S2 Table. (CSV) S3 Table. Criterion used in categorizing guano particle size (a) and colour (b).",0,1,0,
251694175,4/32,1,0.125,"While high correlation between the distinct assays suggests specificity, for proteins with weaker correlation or those that do not overlap between the platforms, we leveraged WGS **data** to help further inform each reagent's specificity. If a protein's measure by a given platform is associated with genetic variation near the cognate gene (i.e., cis pQTLs), this supports the protein assay's accuracy. WGS was available in 489 of the JHS participants, and a validated computational pipeline for variant-protein association analysismatching that previously described for pQTL identification-was used in the present analysis (21). Many of the proteins for which cis pQTLs were identified in the present analysis also have cis pQTLs that were previously identified in the literature in populations with predominantly European ancestry: 425 target proteins have previously known cis pQTLs, although these were not necessarily specific to Olink or Soma1.3K (table S2). Conversely, we identified previously unknown cis pQTLs for 373 protein targets by this method. Cis pQTLs could be identified for 595 of 1472 (40%) of the reagents on the Olink platform and 370 of 1301 (28%) of reagents on the Soma1.3K platform at a P < 1 × 10 −5 (table S2). At this threshold, 164 of the reagent pairs show a cis pQTL for both reagents. If a genome-wide significance threshold is used (5 × 10 −8 ), cis pQTLs are observed for 368 of 1472 (25%) Olink reagents and 206 of 1301 (16%) Soma1.3K reagents. At this threshold, 98 reagent pairs have cis pQTLs for both reagents. Figure 3B shows the presence of pQTLs on either platform for matched reagents, relative to their correlation. While highly correlated reagents were both likely to demonstrate a cis pQTL, proteins with a lower correlation were more likely to show a cis pQTL for the Olink reagent only (Table 1).",0,1,0,
92835393,2/15,1,0.133,"The experiment was laid out in a split plot design with 3 replications having unit plot size of 5m 2 (2.5m ×2.0 m). Varieties were: BRRI dhan39, BRRI dhan40, BRRI dhan41 accommodated in the main plot and split application of potassium fertilizer (muriate of potash) was placed in the sub plot. Total number of plot was 36. The layout was done on 20 July having 1 m and 75 cm spacing between replications and the unit plots, respectively. Land preparation involved ploughing, harrowing and leveling in the field to make it suitable for crop establishment by a four wheel tractor. Soil was flooded and irrigated once with sufficient water to bring the top soil saturation and create an overlying water layer. The water depth was 5 cm but 10 cm was maintained for about one week after transplanting. From 30 days before head formation and flowering to the start of maturity, soil was frequently covered with water to a depth of 8 or 10 cm. A continual flow of water was maintained. The field was drained completely 30 to 45 days before harvest to ensure that the field would be dry enough for harvest. The source of K was commercially produced Muriate of Potash. Urea, Triple super phosphate, gypsum and zinc sulphate was applied at 120,100, 60 and 10 kg ha -1 respectively during final land preparation. Thirty days old seedlings were transplanted from a nursery bed to the main field maintaining 3 seedlings hill -1 with a spacing of 20 cm×15 cm. Necessary intercultural operations such as weeding, irrigation, pest management etc were performed accordingly and whenever needed to ensure the growth of a successful crop. Ten hills plot -1 were randomly uprooted before harvesting in order to collect the following **data** : Total number of tillers hill -1, number of effective tillers hill -1 , panicle length, number of grain panicle -1, number of unfilled spikelets panicle -1, grain yield, straw yield, biological yield, harvest index ( HI). Data on grain and straw yield were recorded on a plot basis after drying in the sun maintaining 14% moisture, threshing, winnowing and finally converted to grain/straw weight per hectare.",0,1,0,
250239249,20/35,1,0.571,"Interesting trends were observed by investigating the distribution of intra-and intermolecular DBs in the seven types of enzymes (Table 3; disaggregated **data** for each of the 14 subsets of protein structures examined in the present paper are given in the Supplementary Materials, Table S6). Table 3. Average percentages (estimated standard deviations in parentheses) of various types of proteins (non-enzyme and the seven types of enzymes) that contain both intra-and intermolecular disulfide bonds (Both), only intramolecular disulfide bonds (Intra-only) or only intermolecular disulfide bonds (Inter-only). Disulfide bonds are identified with the FIND or with the GREP method. About 40-50% of the proteins that contain DBs-only intramolecular, only intermolecular or both-are enzymes, and nearly all of them are hydrolases when intramolecular DBs are present; when there are only intermolecular-and no intramolecular-DBs, different types of enzymes can be observed-mainly oxidoreductases, transferases and hydrolases but also, with lower frequency, lyases, isomerases and ligases.",0,1,0,
155578419,10/10,5,1,"The first improvements which we have planned are particularly due to the limited **data** basis for the estimation of probabilities of death and migration and expected number of births in each municipality. Even if we had the **data** for say 5 years, the variance on an average over the years would be very large for small municipalities. W e are now thinking of combining the municipalities into groups in order to obtain a larger **data** basis per region. We have not yet decided how we shall form these groups of municipalities, but a study concerning the dependency of migra tions on variables both of a demographic and of a non-demographic nature has been started.",0,1,0,
5181686,3/10,2,0.3,"It is important to point out that despite the small amount of genetic differentiation in the sample as a whole, it was possible to distinguish between the groups from each country using a hierarchical AMOVA model and a dendrogram algorithm. Thus, the absence of significant population structure between the four groups did not mean that the groups could not be distinguished from each other. Rather, the **data** in Table 4 show that enough differences exist to separate the two populations from Nigeria from those from Ghana.",0,1,0,
1035488,5/10,1,0.5,"Statistical analysis was carried out using the Statistical Package for Social Sciences version 16 (SPSS Inc, Chicago, IL, USA). Two-way analysis of variance and multiple comparison tests with post hoc analysis of the combined male and female **data** sets were carried out and statistical significance was considered at P , 0.05, unless otherwise stated.",0,1,0,
26226322,27/34,1,0.794,"FIGURE 4 |
 4Denaturing gradient gel electrophoresis gel showing community structures of Pseudomonas amplified from soil extracted DNA. Lanes 1, 2, and 3-control with no Radix pseudostellariae cultivation (CK), lanes 4, 5, and 6-the newly planted R. pseudostellariae cultivation(FP), lanes 7, 8, and 9-2-year consecutive monoculture(SP), lanes 10, 11, and 12-3-year consecutive monoculture(TP). Band positions are marked with an arrow and correspond to **data** in",0,1,0,
58646123,2/26,2,0.077,"By estimating (1), we estimate a reduced form and assume that all relevant income and consumption effects, resulting from variation in soil nutrients, have evolved into an equilibrium effect captured by parameter b: Our estimation approach closely follows the approach used by Michalopoulos and Papaioannou [27], also including many of the same control variables. We estimate (1) using OLS in Stata and since the soil **data** is a cross-section so is our estimation approach. Observations are arranged at the lowest possible grid cell level, in our case grid cells at a resolution of 5km x 5km. We cluster standard errors twice, using the multiway clustering approach developed by Cameron et al. [28] (available through the reghde command available for Stata developed by Correia [29]) in order to account for unobserved spatial correlations. In each specification, we cluster at the country level and either at the regional level (for which most health **data** is provided) or at the level of precolonial institutions (also see **data** description).",0,1,0,
21482556,2/8,1,0.25,"RNA Isolation and Northern Blot Analysis-Total RNA was extracted by previously published methods (31) from cells on 100-mm dishes. Total RNA (20 g) was denatured, separated, and transferred to a nylon solid support. Blots were hybridized with [␣-32 P]dCTP-labeled probes of an 1.8-kb BamHI-NotI fragment of the rat PTH/PTHrP receptor cDNA (32), a 0.89-kb AvaII fragment of human heart Cx43 cDNA (29), a 0.52-kb EcoRI fragment of rat osteocalcin cDNA (33), an 1.8-kb PstI-HindIII fragment of the chicken type I collagen cDNA (34), or an 1.4-kb PstI fragment of rat GAPDH cDNA (35). Hybridizations and washes were performed according to the manufacturer's instructions (Schleicher & Schuell), followed by exposures for various time periods to Kodak X-Omat AR film with a Cronex intensifying screen. The abundance of specific mRNAs was quantified using a Bio-Rad Imaging Densitometer. The **data** were normalized to GAPDH mRNA abundance.",0,1,0,
3110819,3/4,1,0.75,"Thoroughbreds showed extensive haplotype sharing with Eurasian domestic horses (figure 1a), with the exclusion of Clades F, G and H and the ancestral Clade A6 ( [11]; table 1). AMOVA partitioned 90 per cent of total genetic variation among individuals within Thoroughbreds. Therefore, Thoroughbred mares encompass the majority of genetic variation within Eurasian horse populations. These **data** are consistent with a history of genetic amalgamation, rather than an origin from a single distinct population.",0,1,0,
4042856,87/130,1,0.669,"The **data** extracted for each study included the study design, study population, sample size, dosage level of EPA, DHA, and placebo, study duration and outcomes.",0,1,0,
8738507,5/20,1,0.25,"Overall, the banding patterns we observed by unblot of WGA-DNA were in close agreement with those predicted by in silico restriction analysis of the Hg19 genome build (Figure 2A and B), implying uniform amplification of all regions of the DNA. On average, we observed between 18 and 22 bands per lane in fragments that varied from sample to sample. To further characterize the fragments observed to be polymorphic among individuals, we compared the distribution of polymorphic HML-2 proviruses with that of previously described copies, as interpreted by PCR screen. Comparison between HML-2derived unblotting and PCR **data** allowed for the provisional assignment of a few fragments based on shared distribution between each analysis, each of which was further supported in agreement with the corresponding in silico predicted sizes (asterisks in Figure 2A). Most clearly represented were the fragments predicted to represent the 11q22.1 5'LTR junction, with a band around 2.1 kb that Figure 2 Distribution of polymorphic HML-2 proviruses in breast cancer cases and controls. A. Comparative schematic representing the in silico-predicted sizes for HML-2 containing fragments following BsrI digestion and detected by the K-seq probe within the Hg19 genome build. Asterisks at left indicate the confirmed polymorphic proviruses, whose distribution coincides exactly between unblot banding patterns and PCR data. B. CPSII samples were sorted by case/control status (n = 25 each) and BsrI digested WGA-DNA from each group was separated by gel electrophoresis and probed with the 32 P-radiolabeled K-seq oligonucleotide. HML-2 junction fragments were visualized following exposure to film, and polymorphic insertions inferred by variable banding patterns among samples. C. Results from PCR analysis of known polymorphic proviruses for direct comparison of described polymorphic elements, where '+' indicates the confirmed presence of the tested provirus. Novel polymorphic fragments whose identity could not be inferred by comparison to PCR analysis or in silico predictions, have been indicated with arrows at right. Asterisks (at right) are used to indicate the observed fragment sizes of polymorphic elements detected in ≤5% individuals screened here.",0,1,0,
211566645,33/33,2,1,"Some suggestions are presented for researchers and practitioners with regards to the findings of this study. Studies related to motivation and experience in the context of dark tourism have examined the phenomenon both from the supply-side and the demand-side. The **data** obtained from this study show that there are some cultural differences which constitute a component that affects both motivation and tourism experiences. Therefore, it would be beneficial for future studies to aim to develop a deeper understanding of the motivations and experiences of tourists who visit the site, from an anthropological perspective.",0,1,0,
233438695,2/62,3,0.032,"Data for the 'neighbour' pillar were collected through available **data** such as census **data** and local surveys. This was complemented by the **data** extracted from the questionnaires regarding the household status, length of residency, place of birth of household members, household type, and ownership, etc. The final stage was conducting a crosspillar analysis through which any possible correlation and association between different indicators were identified and explained. This analysis integrates collected **data** and draws a holistic and broad picture from social sustainability of neighbourhoods.",1,0,0,available data such as 
132075598,5/5,1,1,"Table 1 :
 1Relative cardiometric **data** of control and experimental animals Comparison between control and experiment **data** done by unpaired Student's 't' test, * = statistically significant).3-month age animals 
 22-month age animals",0,1,0,
237305738,2/19,1,0.105,"Typical LC-MS-based metabolomics workflow. Targeted metabolomics (bottom panel) aims to deliver quantitative concentrations of specific compounds using metabolite standards to optimize the extraction and LC-MS acquisition. Then, univariate statistical methods allow investigating the targeted **data** for statistical significance using adjustment of false discovery rate and descriptive analysis (e.g., adjusted p-value, single-and multiple-factor ANOVA), and comparative analysis between the control and infected samples at different time points using single or multiple groups (e.g., t-test, Kruskal-Wallis, ANOVA with post hoc tests). When using isotopically labelled standards, targeted metabolomics provide absolute quantification of the metabolite of interest. Alternatively, untargeted metabolomics (top panel) generates a comprehensive metabolic overview of several thousands of metabolic features from a global extraction, which are analyzed by untargeted LC-MS profiling, for instance. The processing of untargeted **data** relies on sophisticated bioinformatics workflow (including extraction, alignment, grouping and retention time correction) for all the detected LC-MS features. Multivariate statistical methods are subsequently applied to the **dataset** to visualize how metabolic profiles respond to the conditions (i.e., biotic stress) and unravel stress-responsive discriminant metabolic markers. These relevant markers are putatively annotated using metabolite databases, then confirmed by comparing MS/MS and retention time **data** with metabolite standards, thereby returning to a targeted approach for verification. Targeted and untargeted metabolomics are complementary in addressing how relevant metabolites and metabolism respond or comprehensively react to stress. Adapted from Williams et al. (2020).",0,1,0,
42007676,7/18,1,0.389,All **data** were presented as mean±SE. Different groups were compared by Student-Newman-Keuls test with SigmaStat 2.03 software (SPSS). P<0.05 was considered statistically significant.,0,1,0,
129549588,6/17,1,0.353,"Inverse distance weighted interpolation method is a kind of spatial interpolation geometry method [12], which belongs to distance weight coefficient method series, the principle is to grant closer point greater weight than distant point.
 υe indicates variable value of test point, there e  = n j j j 1     Among them, j  (= 1, 2 ... n) is the variable value of point j (x j , y j ), j  is corresponding weight coefficient. Weight coefficient j  is calculated: j  = j 1 ej ej f d f d n   ( ) ( ) Among them, n is known point, f(d ej )is weight coefficient of distance d ej between interpolation 1 d ,
 Among them, b is appropriate constant, when b is 1 or 2, corresponding to distance reciprocal interpolation and distance reciprocal square interpolation. The method is simple and easy to operate, and it can provide rational interpolation results for **data** when its variable value varies widely, meaningless interpolation results won't appear as well. Shortages are: first of all, this method is very sensitive to the choice of weight function; Second, this method is greatly influenced by inhomogeneous distributed **data** points, when two or more sample points are adjacent, there is no processing to existing redundant information; Finally, inverse distance square has few forecast characteristics, global maximum and minimum variable values are scattered in the data.",0,1,0,
218971725,7/10,1,0.7,"We illustrated the performance of our proposed sampling design using **data** from the National Wilms' Tumor study (NWTS) (D'angio et al., 1989;Green et al., 1998). The **data** consist of N = 3915 observations. The variables available for all the individuals include histology evaluated by institution (favorable vs. unfavorable (instit)), histology evaluated by central lab (favorable vs. unfavorable (histol)), stage of disease (I-IV (stage)), age at diagnosis (age), diameter of tumor (tumdiam), study (3 vs. 4 (study)) and indicator of relapse (relapse). We assumed central lab histology was only available at phase 2 and was the variable of interest. All the other variables were assumed to be available for the whole cohort. Following (Kulich and Lin, 2004;Breslow et al., 2009b;Rivera and Lumley, 2016), a similar outcome model was fitted as P r(relapse|histol,age 1 ,age 2 ,stage 1 ,tumdiam) = expit(β 0 + β 1 histol + β 2 age 1 + β 3 age 2 + β 4 stage 1 + β 5 tumdiam + β 6 tumdiam × stage 1 ),",,,,
14118817,8/25,1,0.32,"For MALDI IMS **data** analysis, **data** was log2 transformed before further statistical analysis and a linear model was fitted using both treatment and analyses run as variables. For multiple testing correction of the p-values the [30] was used. An adjusted pvalue ,0.05 was considered as significant. Statistical analysis was done using the statistical environment R [31] and the package Limma [32]. Linear regression was used for its representative value but Pearson correlation was used to ascertain the nature of the relationship.",0,1,0,
225131301,8/33,1,0.242,"The **data** obtained during the interviews to determine the opinions of the visitors about the exhibits and labels were analyzed by content analysis. The aim of content analysis is to reach the concepts and relationships that will be used to explain the data. The collected **data** is first conceptualized, then organized, and themes are determined accordingly. Basically, the process is to gather similar **data** within the framework of certain concepts and themes and to organize and interpret them in a way that the reader can understand. The analysis of qualitative research **data** could be given in four stages: 1) Coding the data, 2) Finding themes based on the codes, 3) Editing the codes and themes, 4) Identifying and interpreting the findings (Yıldırım &Şimşek, 2011).",0,1,0,
215725489,4/13,2,0.308,"In total, we identified 80 published studies, many of which used different methods of determining diet (described in S1 Table), this resulted in a **dataset** of 212 diets spread across 17 species. For more information regarding the diets, including country of sample collection, references, the study method, and the collated literature data, please see (S2 Table). For the purpose of this study, the **data** are expressed in number of diets rather than number of studies, as each study may present more than one diet. Each individual reference may present the diets of different species, present the diets of one species measured in different ways, or diets of one species from different sampling locations or seasons. Prey taxa were grouped by order (where possible), class, phylum, or kingdom (where necessary). The mean of all of the diets for each species was calculated. When directly comparing with guano morphology M. alcathoe was dropped from the **dataset** as there was no guano samples available with which to compare. Once a count of the taxa identified by each study had been recorded for each study, the results of each publication were collapsed to order level to allow comparison of the studies (S2 Table).",0,1,0,
215725489,12/13,1,0.923,"The aim of this study was to identify whether bat guano morphology **data** could be used to predict bat diet. We first compared bat diet and bat guano morphology across all the species of British bat. As expected, the guano morphology overlapped too extensively to be able to distinguish between each bat species. It is nevertheless interesting that nine species when investigated individually do seem to correlate between diet and guano morphology. Fig 1B shows it is possible to distinguish a few species from each other for example, P. pipistrellus rarely overlaps with E. serotinus. Generally, however, it would be impossible to distinguish between for example M. daubentonii, P. austriacus, P. nathusii, and P. auritus as they all overlap considerably in terms of guano morphology.",0,1,0,
52910603,23/27,1,0.852,"Figure 4 -
 4figure supplement for comparison with virus control group. DOI: https://doi.org/10.7554/eLife.38963.008 The following source **data** and figure supplement are available for figure 4: Source **data** 1. Text File Containing the Source Data for Figure 4. DOI: https://doi.org/10.7554/eLife.38963.010 Figure supplement 1. Comparison of the Effects of Optogenetic Inhibition of Medial OFC on the Slope with a Virus Control Group. DOI: https://doi.org/10.7554/eLife.38963.009",1,0,0,source data are available 
197564349,11/23,1,0.478,"One of the governing mechanisms for the colloidal behaviour of clays is isomorphous substitution, i.e. the exchange of cations of similar size and valence whilst the crystal structure is preserved. This process is completed during the formation of minerals and is the factor that determines the permanent charge of the mineral and thus its cation exchange capacity. Combined with the pore water chemistry, this permanent charge of the clay mineral governs the behaviour of the colloid system. Isomorphous substitution is significant in expandable minerals. Smectite minerals have high cation exchange capacities (CEC), in the range of 80-150 meq/100g [24] and are vulnerable to charge changes. Therefore, the emerging scale length in the SAXS **data** could be attributed to replacement of cations, especially from the interlayer exchangeable cations due to the new charge equilibrium of the global clay stacked structure. Large pore water gradients, and hence flow rates, present in the monotonic loading stages would not allow a stable ionic composition around the particles, required for an equilibrium state. On the other hand, illite, which is a low cation exchange capacity mineral, does not show similar behaviour. Nonetheless, average increase in spacing of values around 1 Å is relatively small, close to the bond length of covalent bonds.",0,1,0,
31981189,5/25,1,0.2,"For the purpose of analysis, three discourse samples were taken from a corpus of French **data** across various genres and registers, amounting to a total of 185 clauses (see Appendices): an open letter written by Philippe Gomès, President of the government of New Caledonia, in 2007 (Gomès 2007), as a member of the Caldoche discourse community; a Kaneka song from 2001 (Gurujele 2008), written by Gurujele, a music group from the Loyalty Islands, as members of the Kanak community; and a speech made by Nicolas Sarkozy, former French President, in 2011(Sarkozy 2011, as a representative of the French government. The lexicogrammar of these texts was subjected to a systemic functional analysis, mainly focusing on transitivity within the ideational metafunction of language, as discussed by Halliday (2004) in his theory of Systemic Functional Linguistics (SFL) and to an enthymematic reconstruction, following Pragma-Dialectics (Van Eemeren and Houtlosser 2005). All three discourse samples share a common theme, namely the future or state of New Caledonia, and are part of an overarching research project, comprising **data** from 110 responses to an online questionnaire, various excerpts from downloaded texts and interviews with Kanak indigenous people, conducted during a field trip in September 2015.",0,1,0,
52279571,18/19,1,0.947,"Your article is published within days, with no editorial bias You can publish traditional articles, null/negative results, case reports, **data** notes and more",0,1,0,
10678366,8/17,1,0.471,"The fMRI **data** were analyzed using in-house software written in C and Matlab (Yamamoto et al. 2008(Yamamoto et al. , 2012.",0,1,0,
614203,22/51,1,0.431,"Table 1 :
 1Health expenditure **data** for 2003*Country 
 Health expenditure as 
 percent of gross domestic 
 product",0,1,0,
83532867,1/13,2,0.077,"In this study, we applied FTIR microspectroscopy to define plant tissue within cassava leaf sections and used this information to detect variations between control and those treated cassava stakes by B. subtilis. In particular, we demonstrate the use of FTIR microspectroscopy technique combined with multivariate **data** analysis to discriminate major tissue types in the cassava leaf, and demonstrate how this information enables us to track biochemical changes in cassava leaf tissue related to enhancement ofgrowth and development of cassava.",0,1,0,
14026099,4/6,1,0.667,"pact on the quality of life, very limited **data** are available focused on",0,1,0,
250549291,38/55,1,0.691,"(http://tjj.sh.gov.cn/). is 0.04 t/m 2 , and is cited from the Handbook of Green Building Evaluation Standards (GB/T 50378-2019) enacted by the Ministry of Housing and Urban-Rural Development of China. The **data** of construction area and construction waste from 2010 to 2021 are presented in",0,1,0,
251843619,16/73,1,0.219,"Motivation-'Interest in implementing the PC-QIs' ⇒ 85%+ organisations were interested in implementing most indicators. ⇒ Interest was lower for PC-QIs related to 'Timely access to a primary care provider' as it was not seen as valuable for some organisations to aim for same-day access, and the 'Friends and Family test' (whether health facility would be recommended to friends and family), where participants did not see that the **data** would result in meaningful changes. ⇒ Interest depended on alignment with province directions, particularly in the province of Ontario where there have been major transitions.",0,1,0,
229179745,61/73,1,0.836,"Turning to our primary dependent variable, namely support for redistribution policies aimed at redressing wealth and income inequalities, our hypothesis was that participants' demand for redistribution through progressive taxation would be greater if they were in a collective mind-set and felt relatively economically disadvantaged. The first finding in line with this prediction comes from the ANOVAs on progressivity of taxation. In both studies results revealed a significant interaction between manipulated socio-economic status and mind-set, showing that a personal vs. collective mind-set was irrelevant for participants led to feel relatively well-off. Conversely, mind-set played an important role for those led to feel economically disadvantaged: only participants in the low socio-economic status condition indeed proposed higher progressive taxation when in a collective than in a personal mind-set (see also pooled **data** analysis). This finding clearly demonstrates that request for redistribution is highest when people feel poor and reason collectively about future.",0,1,0,
159187248,49/67,1,0.731,"Corrected Proof two-day, once in 10 year rainfall **data** were used. As there is no backwater effect, water flows through the canals by gravity. The drainage capacity of the Pungi canal is insufficient in some places, which contributes to flooding in a number of areas. The drainage capacity of the Kerunga canal is sufficient to carry the storm water it receives and hence no flooding occurs in the Kerunga canal catchment. The simulated inundated area is around 166 ha, which falls mainly in the Pungi canal catchment under this scenario (Figure 14). canals and the construction of some new drains in the Pungi canal system were incorporated into scenario Sc-2. The bottom level of the canal becomes silted up in some places, or the channel sections become narrow due to encroachment. While designing the section, a gentle slope is maintained along the canal and widened at places where necessary. These improvement works would increase the canal's water-carrying capacity and would make 94 ha land free of waterlogging in the Pungi catchment area, and the simulated inundated area would be about 72 ha (Figure 14). The areas that are flooded are mainly agricultural lands at a lower elevation.",0,1,0,
159187248,39/67,2,0.582,"Our model included rainfall **data** recorded by the Department of Hydrology and Meteorology (DHM) for Bharatpur city at the Bharatpur station (from 2000 to 2016; Table 3), water-level **data** for the Narayani River at Devghat station, and for the Rapti River at Rajayia station. The bankfull levels of the Narayani and Rapti rivers were considered as the design water level for Bharatpur. The surveyed cross-sections of the Narayani and Rapti were interpolated to generate bankfull water level **data** at the outfalls of the Pungi and Kerunga canals. For Sylhet city, the research team had access to water and rainfall data. Therefore, a once in 50 year return period was considered as the design flood level for the Surma River, for the design of the regulator and pumps (see section 2.3.3).",0,1,0,
15300788,8/12,1,0.667,"When measuring high-quality diffraction **data** for HPMX experiments, care should be provided in selecting the optimum wavelength. The chosen energy will have a direct influence on the resolution, signal-to-noise ratio, X-ray absorption by cell components, and will be dependent on the detector characteristics, often optimized for a specific set of energies. Ultra-short wavelengths of the order of 0.25-0.05 Å have been reported as being optimal for HPMX studies (Fourme et al., 2001). At AR-NW12A, the shortest wavelength available is 0.70 Å , limited by the cut-off ($ 3.5 mrad) of the focusing mirror reflectivity downstream of the monochromator, rather than by the X-ray undulator source (see Fig. 1 of Chavas et al., 2013). A typical diffraction pattern recorded during HPMX experiments is shown Fig. 3. Although sub-optimal, **data** collection at 0.70 Å should increase the crystal lifetime approximately by a factor of two, when compared with **data** collection at 1.00 Å , in accordance with calculations of the dose-dependent decay of crystals exposed to wavelengths of 0.70 Å and 1.00 Å , respectively, with a conserved incoming flux of 1.0 Â 10 11 photons s À1 mm À2 in an area of 200 mm Â 200 mm (calculations performed using Raddose version 2.0; Paithankar et al., 2009). Moreover, the ADSC Quantum 210r CCD X-ray detector implemented at AR-NW12A is calibrated to have its detective quantum efficiency (DQE) maximized at the wavelength of 1 Å . Although no major troubles could be observed in the **data** recorded so far with an energy beam of 17.7 keV (0.70 Å ), HPMX at AR-NW12A could improve in **data** quality if a detector calibrated for higher energies was available. The recommended beam size at AR-NW12A varies from 100 mm Â 100 mm to 200 mm Â 200 mm, in positive cases where access to sufficiently large crystals is possible. A clear advantage of this large beam size lies in the fact that a larger volume of the crystal is exposed to the X-ray beam, resulting in increased signal at higher energies. A comparison of **data** collected at PF AR-NW12A with **data** recorded at SPring-8 BL41XU (Kawamoto et al., 2001), where a sharper beam was available, clearly suggested that a larger beam size coupled with a lower flux was beneficial for collecting fully usable **data** at room temperature (unpublished results).",0,1,0,
4456587,15/21,1,0.714,"Whereas much of the microbiota is dead in the feces, the cecum is an active bioreactor with high metabolic fermentative capacity. Thus we focused our study on the cecal microbiota. Cecal microbiota composition was analysed by pyrosequencing of the V1-V2 region from the bacterial 16S rRNA gene. PCR amplicons were generated from cecal DNA obtained from WT and FXR KO mice that underwent either VSG or sham operations (n= 12 WTsham, 7 WT-VSG, 9 KO-sham, 8 KO-VSG). Sequence **data** were analyzed by using the QIIME software package (version 1.5.0) 50 .",0,1,0,
